,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
39,Dhidhdhoo,6.88,73.1,82.02,67,80,10.11,MV,1608091727
40,Birjand,32.87,59.22,24.8,73,0,4.7,IR,1608091728
41,Souillac,-20.52,57.52,78.8,88,75,16.11,MU,1608091728
42,Arraial do Cabo,-22.97,-42.03,74.86,93,100,7.94,BR,1608091728
43,Adrar,20.5,-10.07,64.15,27,0,7.14,MR,1608091728
44,Gazli,40.13,63.45,22.28,91,0,11.79,UZ,1608091728
45,Rikitea,-23.12,-134.97,78.28,65,24,3.51,PF,1608091729
46,Mataura,-46.19,168.86,59.0,92,100,14.0,NZ,1608091729
47,San Ramon,37.78,-121.98,46.44,70,40,1.79,US,1608091437
48,Bethel,41.37,-73.41,23.92,55,100,7.38,US,1608091729
49,Cocorit,27.58,-109.97,59.23,33,0,5.37,MX,1608091729
50,Tuktoyaktuk,69.45,-133.04,-13.0,83,75,10.29,CA,1608091729
51,San Quintín,30.48,-115.95,58.42,49,0,1.05,MX,1608091729
52,Cockburn Town,21.46,-71.14,77.29,72,0,14.38,TC,1608091730
53,Staroaleyskoye,51.01,82.0,5.45,90,94,5.14,RU,1608091730
54,Rovenki,48.08,39.38,28.6,98,90,12.26,UA,1608091730
55,Toora-Khem,52.47,96.11,9.81,92,100,0.76,RU,1608091730
56,Bredasdorp,-34.53,20.04,50.0,87,0,5.82,ZA,1608091730
57,Thinadhoo,0.53,72.93,82.2,66,6,8.41,MV,1608091538
58,Povenets,62.85,34.83,29.41,98,88,7.52,RU,1608091731
59,Guiyang,26.58,106.72,30.2,92,90,6.71,CN,1608091731
60,Great Yarmouth,52.61,1.73,45.75,93,76,8.05,GB,1608091731
61,Mazatlán,23.22,-106.42,66.54,88,5,6.24,MX,1608091465
62,Elko,41.0,-115.5,29.03,80,90,9.17,US,1608091731
63,Ambilobe,-13.2,49.05,78.4,77,33,2.55,MG,1608091731
64,Maralal,1.1,36.7,55.13,71,84,4.18,KE,1608091732
65,Viedma,-40.81,-63.0,55.99,71,67,11.32,AR,1608091732
66,Taldan,53.67,124.8,-10.93,80,0,6.87,RU,1608091732
67,Saint-Philippe,-21.36,55.77,76.37,69,52,3.36,RE,1608091732
68,Charlottesville,38.03,-78.48,27.63,91,1,2.89,US,1608091732
69,Wewak,-3.55,143.63,84.45,76,96,10.33,PG,1608091732
70,Punta Arenas,-53.15,-70.92,48.09,66,0,33.33,CL,1608091733
71,Provideniya,64.38,-173.3,19.4,79,90,13.42,RU,1608091733
72,Fort Dodge,42.5,-94.17,18.66,73,90,6.93,US,1608091635
73,Korla,41.76,86.15,24.78,83,64,0.31,CN,1608091733
74,Harrison,30.41,-89.04,51.4,81,90,8.05,US,1608091733
75,Rabak,13.18,32.74,67.87,25,0,10.36,SD,1608091733
76,Río Gallegos,-51.62,-69.22,50.0,53,0,32.21,AR,1608091653
77,Arrondissement de Saint-Denis,48.92,2.33,42.93,100,90,9.17,FR,1608091734
78,Carnarvon,-24.87,113.63,78.8,69,0,21.92,AU,1608091734
79,Puerto Ayora,-0.74,-90.35,72.0,94,93,4.0,EC,1608091734
80,Kavieng,-2.57,150.8,85.26,68,81,4.83,PG,1608091734
81,Hong Kong,22.29,114.16,58.12,71,45,1.99,HK,1608091670
82,Wajima,37.4,136.9,32.0,83,75,8.05,JP,1608091734
83,Chul'man,56.85,124.91,-19.48,83,0,1.19,RU,1608091734
84,Busselton,-33.65,115.33,75.99,40,0,5.99,AU,1608091735
85,Buraidah,26.33,43.98,59.0,62,0,5.82,SA,1608091735
86,Hellvik,59.92,5.78,45.0,88,98,5.99,NO,1608091735
87,Antalaha,-14.9,50.28,78.42,71,28,5.17,MG,1608091735
88,Oktyabr'skiy,54.48,53.47,15.51,95,100,8.81,RU,1608091735
89,Barrow,71.29,-156.79,-7.6,69,1,21.92,US,1608091735
90,Sitka,57.05,-135.33,44.6,56,90,11.41,US,1608091704
91,Yellowknife,62.46,-114.35,-36.13,65,20,4.7,CA,1608091736
92,Port Lincoln,-34.73,135.87,65.32,69,77,12.08,AU,1608091608
93,Bambanglipuro,-7.95,110.28,83.53,72,60,8.14,ID,1608091736
94,Barcelos,41.54,-8.62,53.08,87,75,28.86,PT,1608091736
95,Bathsheba,13.22,-59.52,77.0,83,40,3.36,BB,1608091736
96,Yinchuan,38.47,106.27,21.33,68,0,0.78,CN,1608091736
97,Chifeng,42.27,118.96,8.04,84,0,8.08,CN,1608091737
98,Myitkyina,25.38,97.4,73.99,42,0,2.17,MM,1608091737
99,Saint Paul Harbor,57.79,-152.41,30.2,86,1,5.82,US,1608091737
100,Awjilah,29.11,21.29,49.87,82,0,6.08,LY,1608091737
101,Fortuna,40.6,-124.16,50.9,92,85,5.23,US,1608091709
102,Tasiilaq,65.61,-37.64,26.6,63,100,13.87,GL,1608091737
103,Saint-Joseph,-21.37,55.62,75.07,69,33,3.36,RE,1608091738
104,Ust-Kuyga,70.02,135.6,-29.69,80,99,1.1,RU,1608091738
105,Talaya,61.38,152.75,-22.5,83,100,7.09,RU,1608091738
106,Conceição do Araguaia,-8.26,-49.26,76.23,77,73,1.83,BR,1608091738
107,Roald,62.58,6.13,42.89,81,79,5.82,NO,1608091738
108,Angol,-37.8,-72.72,50.32,65,0,6.33,CL,1608091738
109,Taltal,-25.4,-70.48,60.04,77,19,1.48,CL,1608091739
110,Tiksi,71.69,128.87,-27.24,86,31,4.36,RU,1608091739
111,Thunder Bay,48.4,-89.32,11.32,85,90,3.36,CA,1608091454
112,Upernavik,72.79,-56.15,15.35,84,0,8.57,GL,1608091739
113,Saskylakh,71.92,114.08,-32.48,83,32,3.2,RU,1608091739
114,Rio Grande,-32.03,-52.1,71.01,90,1,6.58,BR,1608091739
115,Fukuechō,32.69,128.84,41.0,67,75,10.29,JP,1608091739
116,Nemuro,43.32,145.57,26.6,38,75,14.99,JP,1608091740
117,Nikolskoye,59.7,30.79,30.97,98,90,8.95,RU,1608091740
118,St. George's,12.06,-61.75,77.0,88,20,8.66,GD,1608091740
119,Lima,-12.04,-77.03,66.99,82,0,9.17,PE,1608091740
120,Hilo,19.73,-155.09,72.79,69,1,5.41,US,1608091693
121,Durban,-29.86,31.03,68.74,82,75,4.7,ZA,1608091740
122,Nome,64.5,-165.41,19.4,85,90,19.46,US,1608091450
123,Itarema,-2.92,-39.92,78.89,81,76,12.3,BR,1608091741
124,Jamestown,42.1,-79.24,21.74,92,1,4.7,US,1608091741
125,Pisco,-13.7,-76.22,65.68,88,0,12.75,PE,1608091488
126,Husavik,66.04,-17.34,37.4,91,90,14.99,IS,1608091741
127,Ryōtsu-minato,38.08,138.43,37.4,64,75,26.4,JP,1608091741
128,Kashgar,39.45,75.98,24.8,100,90,4.47,CN,1608091742
129,Ostrovnoy,68.05,39.51,19.47,95,100,16.31,RU,1608091742
130,Airai,-8.93,125.41,67.89,100,51,2.51,TL,1608091742
131,Tilichiki,60.47,166.1,-1.21,94,96,14.54,RU,1608091742
132,Beringovskiy,63.05,179.32,12.02,95,93,9.71,RU,1608091742
133,Cuenca,-2.88,-78.98,55.4,100,88,2.19,EC,1608091733
134,Linjiang,41.81,126.91,9.23,66,0,3.65,CN,1608091743
135,Bubaque,11.28,-15.83,79.52,65,58,11.39,GW,1608091743
136,Yambio,4.57,28.4,70.14,47,96,2.66,SS,1608091531
137,Port Alfred,-33.59,26.89,66.0,85,2,5.01,ZA,1608091743
138,Eureka,40.8,-124.16,51.4,94,86,4.54,US,1608091735
139,Torrox,36.76,-3.95,51.53,61,0,5.99,ES,1608091744
140,Blagoyevo,63.37,47.92,14.49,97,99,4.5,RU,1608091744
141,Colesberg,-30.72,25.1,56.64,78,0,10.74,ZA,1608091744
142,Wakkanai,45.41,141.67,24.8,68,75,27.51,JP,1608091745
143,Coquimbo,-29.95,-71.34,55.4,93,0,4.7,CL,1608091745
144,Pevek,69.7,170.31,8.92,91,100,6.98,RU,1608091745
145,Saldanha,-33.01,17.94,57.2,76,0,4.7,ZA,1608091745
146,San Lorenzo,-25.33,-57.53,78.8,83,0,6.17,PY,1608091745
147,Shelburne,44.08,-80.2,14.54,91,100,7.74,CA,1608091745
148,Mount Isa,-20.73,139.5,98.6,23,75,6.93,AU,1608091745
149,Iqaluit,63.75,-68.51,21.2,79,90,9.17,CA,1608091746
150,Pontal do Paraná,-25.65,-48.51,62.67,99,53,1.74,BR,1608091746
151,Cham,47.18,8.46,37.71,100,90,2.51,CH,1608091746
152,Aldan,58.6,125.39,-11.54,84,0,2.48,RU,1608091746
153,Orangeburg,33.49,-80.86,45.21,65,90,9.17,US,1608091746
154,Zyryanka,65.75,150.85,-22.31,86,100,10.22,RU,1608091747
155,Khatanga,71.97,102.5,-34.83,82,13,4.5,RU,1608091747
156,Vaini,-21.2,-175.2,80.6,78,75,18.34,TO,1608091747
157,Pimentel,-6.84,-79.93,67.48,83,40,10.09,PE,1608091747
158,Tanga,-5.07,39.1,79.34,78,90,11.92,TZ,1608091747
159,Katsuura,35.13,140.3,48.85,45,40,20.8,JP,1608091747
160,Flinders,-34.58,150.86,79.43,79,64,8.01,AU,1608091747
161,Bamnet Narong,15.5,101.69,80.11,58,81,16.55,TH,1608091748
162,Muros,42.78,-9.06,53.01,96,100,7.0,ES,1608091748
163,Natal,-5.79,-35.21,78.8,78,20,10.29,BR,1608091748
164,Altay,47.87,88.12,7.34,77,14,1.1,CN,1608091748
165,Pangnirtung,66.15,-65.71,7.92,73,100,2.35,CA,1608091748
166,Imbituba,-28.24,-48.67,75.2,88,75,11.41,BR,1608091706
167,Palmas,-10.21,-48.36,77.0,94,20,5.82,BR,1608091720
168,The Valley,18.22,-63.06,77.0,83,20,2.24,AI,1608091749
169,Barstow,34.9,-117.02,41.72,26,1,3.09,US,1608091749
170,Marília,-22.21,-49.95,69.93,90,84,3.0,BR,1608091749
171,Asău,46.43,26.4,32.0,100,0,2.8,RO,1608091749
172,General Roca,-39.03,-67.58,118.4,9,0,5.82,AR,1608091693
173,Leningradskiy,69.38,178.42,14.7,94,100,20.74,RU,1608091750
174,Zhigansk,66.77,123.37,-40.38,81,37,3.65,RU,1608091750
175,Mama,58.31,112.9,3.15,87,100,6.04,RU,1608091750
176,San Cristobal,7.77,-72.22,77.0,83,40,4.7,VE,1608091661
177,Atuona,-9.8,-139.03,79.14,76,6,19.62,PF,1608091750
178,Riyadh,24.69,46.72,53.6,40,0,6.93,SA,1608091717
179,Namatanai,-3.67,152.43,84.9,72,54,5.17,PG,1608091751
180,Brae,60.4,-1.35,46.4,87,20,9.17,GB,1608091751
181,Saint George,37.1,-113.58,36.18,43,1,3.36,US,1608091619
182,Ürümqi,43.8,87.6,-0.4,77,20,2.24,CN,1608091751
183,Meulaboh,4.14,96.13,81.41,70,98,5.59,ID,1608091751
184,Tommot,58.96,126.29,-15.63,83,0,0.98,RU,1608091751
185,Luzhou,28.87,105.44,49.68,63,98,3.06,CN,1608091751
186,Kavaratti,10.57,72.64,82.4,74,20,3.36,IN,1608091752
187,Hobyo,5.35,48.53,76.77,75,0,17.36,SO,1608091752
188,Shingū,33.73,135.98,44.6,48,75,20.8,JP,1608091752
189,Port Elizabeth,-33.92,25.57,62.6,88,0,10.29,ZA,1608091752
190,Tarata,-17.62,-66.02,68.0,40,90,10.29,BO,1608091752
191,Okha,53.57,142.95,17.96,95,100,28.27,RU,1608091753
192,Jurm,36.86,70.83,22.48,68,6,5.28,AF,1608091753
193,Hermanus,-34.42,19.23,55.99,89,0,1.99,ZA,1608091753
194,Antofagasta,-23.65,-70.4,66.2,72,90,8.05,CL,1608091563
195,Port Blair,11.67,92.75,83.64,75,100,13.56,IN,1608091753
196,Ithaca,42.44,-76.5,17.71,78,1,6.35,US,1608091753
197,Aksha,50.28,113.29,6.06,79,23,4.34,RU,1608091753
198,Mizdah,31.45,12.98,47.57,53,79,1.86,LY,1608091754
199,Fernley,39.61,-119.25,33.62,74,34,1.48,US,1608091754
200,Belaya Gora,68.53,146.42,-27.04,86,97,3.2,RU,1608091754
201,Jumla,29.27,82.18,47.71,33,0,5.17,NP,1608091754
202,Longyearbyen,78.22,15.64,5.0,60,0,23.04,SJ,1608091754
203,Trudarmeyskiy,54.13,86.41,2.43,95,100,5.68,RU,1608091754
204,Marzuq,14.4,46.47,53.85,38,12,1.48,YE,1608091755
205,Faya,18.39,42.45,48.2,70,0,2.06,SA,1608091755
206,Caravelas,-17.71,-39.25,72.37,92,14,3.96,BR,1608091755
207,Yumen,40.28,97.2,16.29,84,20,4.63,CN,1608091755
208,Lumding,25.75,93.17,72.39,61,2,1.36,IN,1608091755
209,Yaan,7.38,8.57,75.67,82,73,3.24,NG,1608091755
210,Port Hardy,50.7,-127.42,43.48,87,90,9.17,CA,1608091756
211,Bundaberg,-24.85,152.35,87.91,52,0,12.75,AU,1608091756
212,Pemangkat,1.17,108.97,83.59,69,100,5.73,ID,1608091756
213,Kruisfontein,-34.0,24.73,57.0,93,1,5.19,ZA,1608091756
214,Ancud,-41.87,-73.82,43.7,75,40,8.05,CL,1608091756
215,Krasne,49.91,24.61,32.0,90,90,6.71,UA,1608091756
216,Jalalabad,34.43,70.45,45.66,48,0,4.9,AF,1608091757
217,Te Anau,-45.42,167.72,59.18,74,100,5.12,NZ,1608091757
218,Petropavlovsk-Kamchatskiy,53.05,158.65,30.2,58,75,11.18,RU,1608091757
219,Porto-Novo,6.5,2.6,80.6,88,40,8.05,BJ,1608091757
220,Alta Floresta,-9.88,-56.09,70.84,94,94,2.62,BR,1608091757
221,Berlevåg,70.86,29.09,32.86,93,99,22.12,NO,1608091758
222,Cabo San Lucas,22.89,-109.91,63.16,63,5,3.36,MX,1608091710
223,Dikson,73.51,80.55,-14.91,89,98,2.64,RU,1608091758
224,Lebu,-37.62,-73.65,51.96,80,0,20.83,CL,1608091758
225,Kristinestad,62.27,21.38,39.67,97,100,9.26,FI,1608091758
226,Faanui,-16.48,-151.75,80.73,76,37,18.48,PF,1608091758
227,Raudeberg,61.99,5.14,45.0,87,29,16.73,NO,1608091758
228,Kloulklubed,7.04,134.26,77.0,94,90,9.17,PW,1608091759
229,Uvinza,-5.1,30.39,63.75,89,44,0.47,TZ,1608091759
230,Bugiri,0.57,33.74,62.13,89,67,3.11,UG,1608091759
231,Talnakh,69.49,88.4,-5.8,83,40,20.13,RU,1608091759
232,Noumea,-22.28,166.46,86.0,55,0,23.04,NC,1608091759
233,Termez,37.22,67.28,23.0,92,90,2.24,UZ,1608091759
234,Puerto Escondido,15.85,-97.07,75.2,78,40,6.67,MX,1608091760
235,Hamilton,39.18,-84.53,30.67,90,90,9.17,US,1608091220
236,Norman Wells,65.28,-126.83,-18.4,75,40,14.99,CA,1608091760
237,Gopālganj,26.47,84.43,70.07,29,57,4.72,IN,1608091760
238,Los Llanos de Aridane,28.66,-17.92,56.05,67,0,9.17,ES,1608091760
239,La Ronge,55.1,-105.28,3.2,84,100,4.7,CA,1608091760
240,Kunduz,36.73,68.86,32.07,91,0,1.83,AF,1608091761
241,Bandarbeyla,9.49,50.81,74.98,77,51,19.13,SO,1608091761
242,Hualmay,-11.1,-77.61,67.42,82,99,5.37,PE,1608091761
243,Prokop'yevsk,53.91,86.72,5.36,94,100,6.46,RU,1608091761
244,Puerto del Rosario,28.5,-13.86,59.0,87,0,8.05,ES,1608091761
245,Rundu,-17.93,19.77,67.86,84,99,4.09,NA,1608091761
246,Iralaya,15.0,-83.23,77.22,87,43,8.25,HN,1608091762
247,Naze,28.37,129.48,59.88,72,75,11.41,JP,1608091762
248,Lillooet,50.69,-121.94,44.11,81,90,19.46,CA,1608091762
249,Lorengau,-2.02,147.27,84.61,75,91,6.26,PG,1608091762
250,Wilmington Island,32.0,-80.97,46.9,81,90,10.29,US,1608091762
251,Noshiro,40.2,140.02,26.6,86,75,10.29,JP,1608091762
252,Yulara,-25.24,130.99,96.8,22,9,12.75,AU,1608091762
253,Atar,20.52,-13.05,64.31,29,0,8.7,MR,1608091763
254,Palafrugell,41.92,3.16,43.25,93,0,3.8,ES,1608091763
255,Pomerode,-26.74,-49.18,71.51,99,59,1.01,BR,1608091763
256,Marovoay,-16.1,46.63,75.2,83,20,5.82,MG,1608091763
257,Tsimmerbude,54.67,20.13,37.2,86,75,6.71,RU,1608091763
258,Szydłowiec,51.23,20.86,33.31,92,100,8.46,PL,1608091764
259,Kaitangata,-46.28,169.85,64.0,72,97,13.0,NZ,1608091764
260,Vao,-22.67,167.48,76.01,74,1,21.12,NC,1608091764
261,Tromsø,69.65,18.96,27.64,79,0,14.99,NO,1608091517
262,Guerrero Negro,27.98,-114.06,57.31,39,0,9.06,MX,1608091765
263,Ereymentau,51.62,73.1,2.93,93,91,13.11,KZ,1608091765
264,Chernyshevskiy,63.01,112.47,-9.58,92,100,2.08,RU,1608091765
265,Cherskiy,68.75,161.3,-18.45,88,100,9.26,RU,1608091765
266,Karratha,-20.74,116.85,89.98,48,22,8.03,AU,1608091765
267,Andenes,69.31,16.12,33.49,80,42,14.99,NO,1608091765
268,Ségou,13.43,-6.22,72.68,25,21,6.87,ML,1608091765
269,Tombouctou,20.0,-3.0,67.35,26,0,7.38,ML,1608091766
270,Clyde River,70.47,-68.59,-0.4,77,1,27.51,CA,1608091766
271,Constitución,-35.33,-72.42,57.4,56,0,9.06,CL,1608091766
272,Praia,14.92,-23.51,71.6,73,40,11.41,CV,1608091766
273,Deputatsky,69.3,139.9,-28.73,87,94,1.68,RU,1608091766
274,Yarkovo,57.4,67.08,15.21,92,92,8.43,RU,1608091766
275,Lata,40.16,-8.33,56.48,82,100,10.0,PT,1608091767
276,Turukhansk,65.82,87.98,-15.27,88,100,13.78,RU,1608091767
277,Prado,-17.34,-39.22,72.88,91,11,4.7,BR,1608091767
278,Yar-Sale,66.83,70.83,-3.39,91,100,13.31,RU,1608091767
279,Mata,40.68,-7.46,55.0,76,100,15.01,PT,1608091767
280,Silver City,32.77,-108.28,29.01,82,1,8.05,US,1608091767
281,Imeni Morozova,59.98,31.04,31.24,99,100,11.43,RU,1608091767
282,Ushtobe,45.25,77.98,8.65,86,0,2.17,KZ,1608091768
283,Chui,-33.7,-53.46,63.55,82,58,10.07,UY,1608091768
284,Hasaki,35.73,140.83,49.12,26,20,4.7,JP,1608091768
285,Uttiramerūr,12.6,79.77,82.4,78,75,8.05,IN,1608091768
286,Maniitsoq,65.42,-52.9,25.36,90,55,9.6,GL,1608091768
287,Tsumeb,-19.23,17.72,73.26,46,62,6.69,NA,1608091768
288,Tura,25.52,90.22,72.97,55,0,2.35,IN,1608091769
289,Berdigestyakh,62.1,126.7,-27.17,84,0,3.58,RU,1608091769
290,Sørland,67.67,12.69,37.6,78,99,9.73,NO,1608091769
291,Shemgang,27.22,90.66,54.72,50,21,3.8,BT,1608091769
292,Geraldton,-28.77,114.6,77.0,47,0,19.46,AU,1608091769
293,Ribeira Grande,38.52,-28.7,61.38,87,100,12.8,PT,1608091769
294,Kieta,-6.22,155.63,83.64,76,100,5.93,PG,1608091770
295,Labuhan,-6.88,112.21,85.68,68,46,5.61,ID,1608091770
296,São Miguel do Guamá,-1.63,-47.48,74.48,93,95,2.93,BR,1608091770
297,Coyhaique,-45.58,-72.07,48.2,57,0,3.36,CL,1608091770
298,Voh,-20.97,164.7,83.62,59,62,10.07,NC,1608091770
299,Kultuk,51.72,103.7,21.74,82,72,6.78,RU,1608091770
300,Marfino,55.7,37.38,22.98,92,90,6.71,RU,1608091771
301,Boyolangu,-8.12,111.89,84.52,69,35,9.01,ID,1608091771
302,Beloha,-25.17,45.05,82.35,47,85,9.35,MG,1608091771
303,Menongue,-14.66,17.69,62.01,58,75,4.27,AO,1608091771
304,Henties Bay,-22.12,14.28,61.0,90,97,2.93,NA,1608091771
305,Ottawa,45.41,-75.7,5.0,60,5,10.29,CA,1608091501
306,Iberia,29.95,-91.75,49.08,100,90,11.41,US,1608091771
307,Arrondissement de Saint-Malo,48.5,-1.83,47.05,81,0,19.46,FR,1608091772
308,Malanje,-9.54,16.34,59.29,99,54,3.18,AO,1608091772
309,Bhiwandi,19.3,73.07,75.2,83,40,4.14,IN,1608091772
310,eMkhomazi,-30.21,30.8,68.52,79,47,8.01,ZA,1608091772
311,Nacozari,25.34,-108.26,63.14,59,0,8.3,MX,1608091772
312,Kurchum,48.57,83.65,-0.56,84,17,0.67,KZ,1608091773
313,São Filipe,14.9,-24.5,73.69,72,82,8.68,CV,1608091773
314,Corinth,37.94,22.96,50.0,71,0,3.0,GR,1608091773
315,Klášterec nad Ohří,50.38,13.17,36.23,100,90,2.24,CZ,1608091773
316,Tual,-5.67,132.75,84.34,75,96,20.87,ID,1608091746
317,Shīeli,44.17,66.75,20.05,83,0,3.06,KZ,1608091773
318,Pyapon,16.28,95.68,86.2,50,29,9.06,MM,1608091774
319,Evensk,61.95,159.23,6.01,84,91,18.77,RU,1608091774
320,Tautira,-17.73,-149.15,84.09,62,20,18.34,PF,1608091774
321,Salalah,17.02,54.09,73.4,46,0,9.17,OM,1608091774
322,Unaí,-16.36,-46.91,70.03,68,65,1.59,BR,1608091545
323,Zhalantun,48.0,122.72,6.94,73,0,6.76,CN,1608091774
324,Shchors,51.82,31.95,30.49,99,100,0.43,UA,1608091774
325,Baijiantan,45.63,85.18,11.8,89,0,1.79,CN,1608091774
326,Kendari,-3.94,122.5,90.21,55,100,3.47,ID,1608091775
327,Nanning,22.82,108.32,46.4,87,90,8.95,CN,1608091775
328,Lazarev,52.23,141.51,2.26,90,100,20.38,RU,1608091775
329,Sisimiut,66.94,-53.67,21.79,89,6,10.54,GL,1608091775
330,Skellefteå,64.75,20.95,32.0,98,99,4.7,SE,1608091775
331,Ternate,0.8,127.4,83.98,74,62,12.46,ID,1608091775
332,Alofi,-19.06,-169.92,80.6,83,90,21.92,NU,1608091776
333,Severo-Kuril'sk,50.68,156.12,31.33,90,95,14.74,RU,1608091776
334,Itapeva,-23.98,-48.88,65.73,95,32,3.56,BR,1608091776
335,Vigrestad,58.57,5.7,43.5,93,75,6.93,NO,1608091776
336,Otradnoye,59.78,30.82,30.97,98,90,8.95,RU,1608091776
337,Isangel,-19.55,169.27,87.8,58,40,13.87,VU,1608091776
338,Lascahobas,18.83,-71.94,77.0,83,11,5.82,HT,1608091777
339,Quelimane,-17.88,36.89,80.29,83,75,5.82,MZ,1608091777
340,Klaksvík,62.23,-6.59,42.8,100,94,5.82,FO,1608091777
341,Matagami,49.75,-77.63,-23.8,74,1,2.55,CA,1608091504
342,Orbetello,42.44,11.22,42.8,93,20,5.82,IT,1608091777
343,Prince Rupert,54.32,-130.32,44.38,93,90,17.22,CA,1608091724
344,Batamshinskiy,50.56,58.27,-4.0,64,0,8.77,KZ,1608091777
345,Arrondissement de Bressuire,46.92,-0.5,45.0,90,10,12.91,FR,1608091778
346,Sungai Penuh,-2.08,101.38,73.99,82,100,3.91,ID,1608091778
347,Chokurdakh,70.63,147.92,-21.35,88,100,3.62,RU,1608091778
348,Port-Cartier,50.03,-66.87,14.04,56,26,16.11,CA,1608091778
349,São José da Coroa Grande,-8.9,-35.15,76.82,83,76,7.85,BR,1608091778
350,Beyla,8.68,-8.63,70.45,86,92,2.51,GN,1608091779
351,Half Moon Bay,37.46,-122.43,48.67,87,75,5.26,US,1608091696
352,Havøysund,71.0,24.66,32.0,90,75,32.21,NO,1608091779
353,Dawson Creek,55.77,-120.24,6.8,77,90,2.24,CA,1608091779
354,Yangi Marg`ilon,40.43,71.72,30.2,86,75,2.01,UZ,1608091779
355,Olafsvik,64.89,-23.71,37.94,84,96,31.45,IS,1608091779
356,Fairbanks,64.84,-147.72,10.85,66,75,4.7,US,1608091779
357,Sola,-13.88,167.55,89.6,75,40,8.05,VU,1608091779
358,Talcahuano,-36.72,-73.12,53.6,76,0,9.17,CL,1608091780
359,Jalu,29.03,21.55,49.84,82,0,6.26,LY,1608091780
360,Mbuguni,-3.57,36.95,62.71,88,20,5.82,TZ,1608091780
361,Panzhihua,26.59,101.71,66.31,42,0,0.43,CN,1608091780
362,Cayenne,4.93,-52.33,77.0,100,95,4.65,GF,1608091780
363,Praia,14.92,-23.51,71.6,73,40,11.41,CV,1608091780
364,Pasir Gudang,1.46,103.88,84.13,78,75,4.7,MY,1608091781
365,Colares,38.8,-9.45,59.58,100,100,32.55,PT,1608091550
366,Kalmunai,7.42,81.82,81.5,67,39,6.11,LK,1608091781
367,Baykit,61.67,96.37,-20.18,82,93,5.14,RU,1608091781
368,Teluknaga,-6.1,106.64,84.52,66,40,16.11,ID,1608091781
369,Suez,29.97,32.53,57.54,77,14,6.58,EG,1608091634
370,Smidovich,48.6,133.82,2.86,64,0,13.15,RU,1608091782
371,Nayoro,44.35,142.46,21.2,92,75,8.05,JP,1608091782
